taxlevel, rankID, taxon, daughterlevels, total
5,0.2.12.6.1.8,Bacteroidales_fa,1,0.000018
6,0.2.12.6.1.8.1,Bacteroidales_ge,0,0.000018
5,0.2.12.6.1.20,Porphyromonadaceae,6,0.000836
6,0.2.12.6.1.20.1,Barnesiella,0,0.000018
6,0.2.12.6.1.20.2,Butyricimonas,0,0.000018
6,0.2.12.6.1.20.7,Coprobacter,0,0.000073
6,0.2.12.6.1.20.11,Odoribacter,0,0.000073
6,0.2.12.6.1.20.13,Parabacteroides,0,0.000473
6,0.2.12.6.1.20.19,unclassified,0,0.000182
5,0.2.12.6.1.21,Prevotellaceae,4,0.005326
6,0.2.12.6.1.21.2,Paraprevotella,0,0.000364
6,0.2.12.6.1.21.8,Prevotella_9,0,0.003944
6,0.2.12.6.1.21.10,Prevotellaceae_NK3B31_group,0,0.000036
6,0.2.12.6.1.21.15,unclassified,0,0.000982
5,0.2.12.6.1.23,Rikenellaceae,3,0.002781
6,0.2.12.6.1.23.2,Alistipes,0,0.002036
6,0.2.12.6.1.23.10,Rikenellaceae_ge,0,0.000018
6,0.2.12.6.1.23.16,unclassified,0,0.000727
5,0.2.12.6.1.26,unclassified,1,0.004017
6,0.2.12.6.1.26.1,unclassified,0,0.004017
4,0.2.12.6.3,unclassified,1,0.000254
5,0.2.12.6.3.1,unclassified,1,0.000254
6,0.2.12.6.3.1.1,unclassified,0,0.000254
3,0.2.12.15,unclassified,1,0.002763
4,0.2.12.15.1,unclassified,1,0.002763
5,0.2.12.15.1.1,unclassified,1,0.002763
6,0.2.12.15.1.1.1,unclassified,0,0.002763
2,0.2.32,Firmicutes,5,0.109439
3,0.2.32.3,Bacilli,3,0.010415
4,0.2.32.3.2,Bacillales,2,0.000055
5,0.2.32.3.2.5,Family_XI,1,0.000018
6,0.2.32.3.2.5.1,Gemella,0,0.000018
5,0.2.32.3.2.14,unclassified,1,0.000036
6,0.2.32.3.2.14.1,unclassified,0,0.000036
4,0.2.32.3.5,Lactobacillales,5,0.009215
5,0.2.32.3.5.4,Lactobacillaceae,2,0.000582
6,0.2.32.3.5.4.1,Lactobacillus,0,0.000563
6,0.2.32.3.5.4.3,unclassified,0,0.000018
5,0.2.32.3.5.6,Leuconostocaceae,2,0.000164
6,0.2.32.3.5.6.6,Weissella,0,0.000055
6,0.2.32.3.5.6.7,unclassified,0,0.000109
5,0.2.32.3.5.7,Ll142-3M24,1,0.000018
6,0.2.32.3.5.7.1,Ll142-3M24_ge,0,0.000018
5,0.2.32.3.5.11,Streptococcaceae,3,0.005471
6,0.2.32.3.5.11.2,Streptococcaceae_ge,0,0.0002
6,0.2.32.3.5.11.3,Streptococcus,0,0.002745
6,0.2.32.3.5.11.4,unclassified,0,0.002526
5,0.2.32.3.5.12,unclassified,1,0.002981
6,0.2.32.3.5.12.1,unclassified,0,0.002981
4,0.2.32.3.9,unclassified,1,0.001145
5,0.2.32.3.9.1,unclassified,1,0.001145
6,0.2.32.3.9.1.1,unclassified,0,0.001145
3,0.2.32.4,Clostridia,2,0.08501
4,0.2.32.4.4,Clostridiales,8,0.083865
5,0.2.32.4.4.2,Christensenellaceae,2,0.001254
6,0.2.32.4.4.2.3,Christensenellaceae_R-7_group,0,0.001163
6,0.2.32.4.4.2.5,unclassified,0,0.000091
5,0.2.32.4.4.3,Clostridiaceae_1,1,0.000018
6,0.2.32.4.4.3.18,Clostridium_sensu_stricto_4,0,0.000018
5,0.2.32.4.4.14,Family_XIII,3,0.000291
6,0.2.32.4.4.14.2,Family_XIII_AD3011_group,0,0.000127
6,0.2.32.4.4.14.3,Family_XIII_UCG-001,0,0.000036
6,0.2.32.4.4.14.7,unclassified,0,0.000127
5,0.2.32.4.4.24,Lachnospiraceae,28,0.061436
6,0.2.32.4.4.24.4,Anaerosporobacter,0,0.000018
6,0.2.32.4.4.24.5,Anaerostipes,0,0.000436
6,0.2.32.4.4.24.6,Blautia,0,0.013214
6,0.2.32.4.4.24.7,Butyrivibrio,0,0.00149
6,0.2.32.4.4.24.11,Coprococcus_1,0,0.000473
6,0.2.32.4.4.24.12,Coprococcus_2,0,0.006998
6,0.2.32.4.4.24.13,Coprococcus_3,0,0.000254
6,0.2.32.4.4.24.14,Dorea,0,0.000545
6,0.2.32.4.4.24.15,Eisenbergiella,0,0.000018
6,0.2.32.4.4.24.17,Fusicatenibacter,0,0.000073
6,0.2.32.4.4.24.18,Hespellia,0,0.000018
6,0.2.32.4.4.24.19,Howardella,0,0.000091
6,0.2.32.4.4.24.30,Lachnospira,0,0.000145
6,0.2.32.4.4.24.32,Lachnospiraceae_FCS020_group,0,0.000345
6,0.2.32.4.4.24.35,Lachnospiraceae_ND3007_group,0,0.000418
6,0.2.32.4.4.24.39,Lachnospiraceae_UCG-001,0,0.000036
6,0.2.32.4.4.24.41,Lachnospiraceae_UCG-003,0,0.000218
6,0.2.32.4.4.24.42,Lachnospiraceae_UCG-004,0,0.000091
6,0.2.32.4.4.24.47,Lachnospiraceae_UCG-010,0,0.000018
6,0.2.32.4.4.24.49,Lachnospiraceae_ge,0,0.000218
6,0.2.32.4.4.24.51,Lactonifactor,0,0.000236
6,0.2.32.4.4.24.52,Marvinbryantia,0,0.000454
6,0.2.32.4.4.24.56,Oribacterium,0,0.000018
6,0.2.32.4.4.24.60,Roseburia,0,0.000473
6,0.2.32.4.4.24.61,Sellimonas,0,0.000018
6,0.2.32.4.4.24.62,Shuttleworthia,0,0.000018
6,0.2.32.4.4.24.63,Sporobacterium,0,0.000018
6,0.2.32.4.4.24.72,unclassified,0,0.03508
5,0.2.32.4.4.27,Peptococcaceae,1,0.000018
6,0.2.32.4.4.27.16,unclassified,0,0.000018
5,0.2.32.4.4.28,Peptostreptococcaceae,2,0.000073
6,0.2.32.4.4.28.11,Romboutsia,0,0.000018
6,0.2.32.4.4.28.15,unclassified,0,0.000055
5,0.2.32.4.4.29,Ruminococcaceae,25,0.013287
6,0.2.32.4.4.29.4,Anaerofilum,0,0.000073
6,0.2.32.4.4.29.5,Anaerotruncus,0,0.000018
6,0.2.32.4.4.29.6,Butyricicoccus,0,0.000036
6,0.2.32.4.4.29.12,Faecalibacterium,0,0.000854
6,0.2.32.4.4.29.16,Intestinimonas,0,0.000055
6,0.2.32.4.4.29.18,Oscillospira,0,0.000055
6,0.2.32.4.4.29.24,Ruminiclostridium_5,0,0.000164
6,0.2.32.4.4.29.25,Ruminiclostridium_6,0,0.000273
6,0.2.32.4.4.29.27,Ruminococcaceae_NK4A214_group,0,0.000018
6,0.2.32.4.4.29.29,Ruminococcaceae_UCG-002,0,0.001418
6,0.2.32.4.4.29.30,Ruminococcaceae_UCG-003,0,0.0002
6,0.2.32.4.4.29.31,Ruminococcaceae_UCG-004,0,0.000218
6,0.2.32.4.4.29.32,Ruminococcaceae_UCG-005,0,0.000345
6,0.2.32.4.4.29.33,Ruminococcaceae_UCG-007,0,0.000018
6,0.2.32.4.4.29.34,Ruminococcaceae_UCG-008,0,0.000018
6,0.2.32.4.4.29.36,Ruminococcaceae_UCG-010,0,0.000182
6,0.2.32.4.4.29.39,Ruminococcaceae_UCG-013,0,0.000036
6,0.2.32.4.4.29.40,Ruminococcaceae_UCG-014,0,0.000182
6,0.2.32.4.4.29.41,Ruminococcaceae_V9D2013_group,0,0.000036
6,0.2.32.4.4.29.42,Ruminococcaceae_ge,0,0.0002
6,0.2.32.4.4.29.43,Ruminococcus_1,0,0.000818
6,0.2.32.4.4.29.44,Ruminococcus_2,0,0.000273
6,0.2.32.4.4.29.46,Sporobacter,0,0.000036
6,0.2.32.4.4.29.47,Subdoligranulum,0,0.001018
6,0.2.32.4.4.29.48,unclassified,0,0.006743
5,0.2.32.4.4.35,unclassified,1,0.007489
6,0.2.32.4.4.35.1,unclassified,0,0.007489
4,0.2.32.4.14,unclassified,1,0.001145
5,0.2.32.4.14.1,unclassified,1,0.001145
6,0.2.32.4.14.1.1,unclassified,0,0.001145
3,0.2.32.5,Erysipelotrichia,1,0.004399
4,0.2.32.5.1,Erysipelotrichales,1,0.004399
5,0.2.32.5.1.1,Erysipelotrichaceae,6,0.004399
6,0.2.32.5.1.1.6,Catenibacterium,0,0.000891
6,0.2.32.5.1.1.11,Erysipelatoclostridium,0,0.000036
6,0.2.32.5.1.1.14,Erysipelotrichaceae_UCG-003,0,0.000291
6,0.2.32.5.1.1.24,Holdemanella,0,0.002363
6,0.2.32.5.1.1.25,Holdemania,0,0.000018
6,0.2.32.5.1.1.30,unclassified,0,0.0008
3,0.2.32.7,Negativicutes,1,0.002108
4,0.2.32.7.1,Selenomonadales,3,0.002108
5,0.2.32.7.1.1,Acidaminococcaceae,2,0.000109
6,0.2.32.7.1.1.2,Phascolarctobacterium,0,0.000073
6,0.2.32.7.1.1.5,unclassified,0,0.000036
5,0.2.32.7.1.2,Veillonellaceae,4,0.001945
6,0.2.32.7.1.2.2,Allisonella,0,0.000036
6,0.2.32.7.1.2.12,Dialister,0,0.001072
6,0.2.32.7.1.2.28,Veillonella,0,0.000018
6,0.2.32.7.1.2.32,unclassified,0,0.000818
5,0.2.32.7.1.3,unclassified,1,0.000055
6,0.2.32.7.1.3.1,unclassified,0,0.000055
3,0.2.32.8,unclassified,1,0.007507
4,0.2.32.8.1,unclassified,1,0.007507
5,0.2.32.8.1.1,unclassified,1,0.007507
6,0.2.32.8.1.1.1,unclassified,0,0.007507
2,0.2.43,Lentisphaerae,1,0.000036
3,0.2.43.1,Lentisphaeria,1,0.000036
4,0.2.43.1.2,Victivallales,1,0.000036
5,0.2.43.1.2.8,unclassified,1,0.000036
6,0.2.43.1.2.8.1,unclassified,0,0.000036
2,0.2.55,Proteobacteria,5,0.002036
3,0.2.55.4,Alphaproteobacteria,1,0.000036
4,0.2.55.4.15,Rhodospirillales,1,0.000036
5,0.2.55.4.15.15,Rhodospirillaceae,1,0.000036
6,0.2.55.4.15.15.45,unclassified,0,0.000036
3,0.2.55.6,Betaproteobacteria,2,0.000036
4,0.2.55.6.6,Burkholderiales,1,0.000018
5,0.2.55.6.6.7,Oxalobacteraceae,1,0.000018
6,0.2.55.6.6.7.14,Oxalobacter,0,0.000018
4,0.2.55.6.20,unclassified,1,0.000018
5,0.2.55.6.20.1,unclassified,1,0.000018
6,0.2.55.6.20.1.1,unclassified,0,0.000018
3,0.2.55.7,Deltaproteobacteria,2,0.000291
4,0.2.55.7.9,Desulfovibrionales,2,0.000218
5,0.2.55.7.9.4,Desulfovibrionaceae,3,0.0002
6,0.2.55.7.9.4.1,Bilophila,0,0.000073
6,0.2.55.7.9.4.4,Desulfovibrio,0,0.000018
6,0.2.55.7.9.4.7,unclassified,0,0.000109
5,0.2.55.7.9.5,unclassified,1,0.000018
6,0.2.55.7.9.5.1,unclassified,0,0.000018
4,0.2.55.7.21,unclassified,1,0.000073
5,0.2.55.7.21.1,unclassified,1,0.000073
6,0.2.55.7.21.1.1,unclassified,0,0.000073
3,0.2.55.11,Gammaproteobacteria,2,0.000491
4,0.2.55.11.20,Enterobacteriales,1,0.0004
5,0.2.55.11.20.1,Enterobacteriaceae,2,0.0004
6,0.2.55.11.20.1.31,Escherichia-Shigella,0,0.000036
6,0.2.55.11.20.1.76,unclassified,0,0.000364
4,0.2.55.11.55,unclassified,1,0.000091
5,0.2.55.11.55.1,unclassified,1,0.000091
6,0.2.55.11.55.1.1,unclassified,0,0.000091
3,0.2.55.21,unclassified,1,0.001181
4,0.2.55.21.1,unclassified,1,0.001181
5,0.2.55.21.1.1,unclassified,1,0.001181
6,0.2.55.21.1.1.1,unclassified,0,0.001181
2,0.2.62,Synergistetes,1,0.000073
3,0.2.62.1,Synergistia,1,0.000073
4,0.2.62.1.1,Synergistales,1,0.000073
5,0.2.62.1.1.1,Synergistaceae,3,0.000073
6,0.2.62.1.1.1.7,Cloacibacillus,0,0.000018
6,0.2.62.1.1.1.14,Synergistes,0,0.000036
6,0.2.62.1.1.1.17,unclassified,0,0.000018
2,0.2.66,Tenericutes,1,0.000036
3,0.2.66.1,Mollicutes,1,0.000036
4,0.2.66.1.9,Mollicutes_RF9,1,0.000036
5,0.2.66.1.9.1,Mollicutes_RF9_fa,1,0.000036
6,0.2.66.1.9.1.1,Mollicutes_RF9_ge,0,0.000036
2,0.2.69,Verrucomicrobia,2,0.000236
3,0.2.69.13,Verrucomicrobiae,1,0.000164
4,0.2.69.13.1,Verrucomicrobiales,1,0.000164
5,0.2.69.13.1.4,Verrucomicrobiaceae,2,0.000164
6,0.2.69.13.1.4.1,Akkermansia,0,0.000145
6,0.2.69.13.1.4.11,unclassified,0,0.000018
3,0.2.69.15,unclassified,1,0.000073
4,0.2.69.15.1,unclassified,1,0.000073
5,0.2.69.15.1.1,unclassified,1,0.000073
6,0.2.69.15.1.1.1,unclassified,0,0.000073
2,0.2.75,unclassified,1,0.052366
3,0.2.75.1,unclassified,1,0.052366
4,0.2.75.1.1,unclassified,1,0.052366
5,0.2.75.1.1.1,unclassified,1,0.052366
6,0.2.75.1.1.1.1,unclassified,0,0.052366
1,0.3,Eukaryota,1,0.000236
2,0.3.103,unclassified,1,0.000236
3,0.3.103.1,unclassified,1,0.000236
4,0.3.103.1.1,unclassified,1,0.000236
5,0.3.103.1.1.1,unclassified,1,0.000236
6,0.3.103.1.1.1.1,unclassified,0,0.000236
1,0.5,unknown,1,0.81622
2,0.5.1,unclassified,1,0.81622
3,0.5.1.1,unclassified,1,0.81622
4,0.5.1.1.1,unclassified,1,0.81622
5,0.5.1.1.1.1,unclassified,1,0.81622
6,0.5.1.1.1.1.1,unclassified,0,0.81622
